地域コード,都道府県,市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口,出生数,死亡数,転入者数（日本人移動者）,転出者数（日本人移動者）,世帯数,一般世帯数,一般世帯人員数,核家族世帯数,単独世帯数,65歳以上の世帯員のいる核家族世帯数,夫65歳以上、妻60歳以上の夫婦のみの世帯数,65歳以上世帯員の単独世帯数,婚姻件数,離婚件数,総面積（北方地域及び竹島を除く）,可住地面積,事業所数（民営）,事業所数（民営）（農業、林業）,事業所数（民営）（漁業）,事業所数（民営）（鉱業、採石業、砂利採取業）,事業所数（民営）（建設業）,事業所数（民営）（製造業）,事業所数（民営）（電気・ガス・熱供給・水道業）,事業所数（民営）（情報通信業）,事業所数（民営）（運輸業、郵便業）,事業所数（民営）（卸売業、小売業）,事業所数（民営）（金融業、保険業）,事業所数（民営）（不動産業、物品賃貸業）,事業所数（民営）（学術研究、専門・技術サービス業）,事業所数（民営）（宿泊業、飲食サービス業）,事業所数（民営）（生活関連サービス業、娯楽業）,事業所数（民営）（教育、学習支援業）,事業所数（民営）（医療、福祉）,事業所数（民営）（複合サービス事業）,事業所数（民営）（サービス業（他に分類されないもの））,従業者数（民営）,従業者数（民営）（農業、林業）,従業者数（民営）（漁業）,従業者数（民営）（鉱業、採石業、砂利採取業）,従業者数（民営）（建設業）,従業者数（民営）（製造業）,従業者数（民営）（電気・ガス・熱供給・水道業）,従業者数（民営）（情報通信業）,従業者数（民営）（運輸業、郵便業）,従業者数（民営）（卸売業、小売業）,従業者数（民営）（金融業、保険業）,従業者数（民営）（不動産業、物品賃貸業）,従業者数（民営）（学術研究、専門・技術サービス業）,従業者数（民営）（宿泊業、飲食サービス業）,従業者数（民営）（生活関連サービス業、娯楽業）,従業者数（民営）（教育、学習支援業）,従業者数（民営）（医療、福祉）,従業者数（民営）（複合サービス事業）,従業者数（民営）（サービス業（他に分類されないもの））,農家数（販売農家）,農家数（自給的農家）,一般行政部門職員数（市区町村）,経常収支比率（市町村財政）,実質公債費比率（市町村財政）,歳入決算総額（市町村財政）,地方税（市町村財政）,歳出決算総額（市町村財政）,民生費（市町村財政）,土木費（市町村財政）,教育費（市町村財政）,災害復旧費（市町村財政）,幼稚園数,幼稚園在園者数,小学校数,小学校教員数,小学校児童数,中学校数,中学校教員数,中学校生徒数,義務教育学校数,義務教育学校教員数,義務教育学校前期課程児童数,義務教育学校後期課程生徒数,高等学校数,高等学校生徒数,就業者数,就業者数（男）,就業者数（女）,完全失業者数,完全失業者数（男）,完全失業者数（女）,非労働力人口,非労働力人口（男）,非労働力人口（女）,第１次産業就業者数,第２次産業就業者数,第３次産業就業者数,公民館数,図書館数,総人口（非水洗化人口＋水洗化人口）,非水洗化人口,小売店数,飲食店数,大型小売店数,一般病院数,一般診療所数,歯科診療所数,医師数,歯科医師数,薬剤師数,保育所等数（基本票）
R32528,島根県,隠岐の島町,13433,6531,6902,13356,6508,6848,1538,791,747,6316,3352,2964,5570,2381,3189,2906,1038,1868,73,84,241,424,458,5962,5918,12750,3256,2160,1841,1076,1200,51,12,24262,3225,903,16,12,2,122,47,1,6,34,226,8,54,25,113,89,7,60,19,62,4873,161,277,20,778,231,22,15,208,941,93,85,104,414,223,13,980,61,247,175,420,200,86.1,10.4,18050741,1504579,17727554,3522787,1167817,1230616,1046099,0,0,7,87,642,4,52,311,0,0,0,0,2,367,6317,3516,2801,178,120,58,5264,2032,3232,629,997,4651,4,1,13611,6374,170,81,1,1,13,5,29,4,21,8
R33100,岡山県,岡山市,724691,348630,376061,694651,333235,361416,92756,47526,45230,424785,210504,214281,185732,79007,106725,97154,37252,59902,11844,5158,8047,28125,29557,327620,326986,706671,169536,134334,64507,34812,35368,3229,1086,78995,44111,32683,140,2,11,3157,1760,95,486,765,8119,679,2731,1888,3488,2698,1007,2938,172,2547,353376,1419,11,68,25087,36320,728,9472,20643,75209,10093,10962,12410,28402,12212,15344,55421,2194,37381,5557,2941,3312,85.5,5.1,402822136,130421320,383657449,147183755,42165171,58947558,274115,58,3521,91,2484,36879,44,1421,18982,1,40,247,151,26,20519,330721,177017,153704,13782,8372,5410,210761,74931,135830,7487,69148,245491,58,10,702808,52986,5335,2991,137,49,685,445,3217,919,2136,154
R33202,岡山県,倉敷市,474592,228261,246331,440084,213135,226949,58486,29868,28618,249921,122761,127160,125532,54731,70801,65415,26501,38914,4361,3580,5388,11067,11393,199082,198749,463538,109898,68504,45783,24541,19321,2189,779,35607,25685,17484,44,1,7,2027,1502,30,95,525,4294,278,1346,694,1720,1559,513,1545,103,1201,205199,406,2,63,17161,41898,689,881,14242,36959,3690,4919,6511,15432,6817,4785,35549,1242,13953,2265,2944,2054,86.1,2.9,226103905,83141171,215647884,91783570,25407787,18716876,1602631,53,4010,62,1687,25835,28,937,13347,0,0,0,0,21,12073,209494,113950,95544,7439,4521,2918,133981,47671,86310,3627,61799,136523,48,6,478570,27074,3225,1381,73,32,346,224,1914,378,995,99
R33203,岡山県,津山市,99937,48012,51925,97681,46907,50774,12449,6450,5999,55234,27746,27488,30544,12829,17715,16054,5946,10108,832,658,1372,2431,3096,41213,41075,95816,22111,14181,9750,5224,5106,392,159,50633,15241,4756,43,0,3,438,367,19,30,124,1281,92,290,179,485,409,122,431,52,391,44528,434,0,12,2985,7377,242,354,2074,9817,1052,1174,1155,3351,1513,1094,7945,582,3367,2598,1678,598,88,12.4,53434778,13386945,51326657,20073308,4861842,3908054,154632,4,312,27,454,4944,9,225,2688,0,0,0,0,5,3359,48532,26110,22422,1552,970,582,29971,10615,19356,2604,13080,30798,34,4,97910,15301,956,412,18,7,91,45,299,61,224,28
R33204,岡山県,玉野市,56531,27437,29094,55556,26991,28565,5608,2950,2658,28734,14685,14049,21774,9570,12204,11632,4706,6926,615,249,1009,1201,1370,24090,24020,54915,14486,7531,7966,4510,3858,168,77,10358,4450,2107,6,1,1,216,220,5,15,72,492,25,141,81,152,212,43,239,17,169,23626,58,1,4,1267,9426,26,213,1258,2996,273,352,666,970,1045,261,3542,175,1093,332,465,359,87.8,4,27927051,7384944,25657814,10277075,1837177,2331236,0,6,130,14,232,2279,7,118,1152,0,0,0,0,4,1503,24893,13863,11030,947,644,303,20236,7540,12696,645,7615,15546,16,1,55987,2275,394,118,4,7,48,35,85,52,105,11
R33205,岡山県,笠岡市,46088,21866,24222,45238,21511,23727,4419,2247,2172,23004,11443,11561,17064,7285,9779,9547,3626,5921,490,176,792,904,1163,18466,18406,43965,10650,5513,5681,3028,3003,113,60,13607,8443,1860,25,2,5,169,205,6,9,72,432,30,65,64,181,167,40,190,28,170,18958,754,17,8,1071,5424,34,84,981,2733,394,256,343,990,573,244,3361,313,1378,305,1024,322,87.1,6.5,27275011,7166958,26388381,9001862,2824514,2369702,117657,9,35,16,199,1856,11,128,1082,0,0,0,0,4,1655,20625,11127,9498,1107,739,368,18136,6762,11374,997,6428,12708,21,1,45732,9217,328,150,3,3,41,25,91,32,77,16
R33207,岡山県,井原市,38384,18353,20031,37788,18151,19637,3880,1977,1903,20028,10142,9886,14355,6156,8199,8072,3079,4993,512,185,743,648,851,14732,14694,37387,8408,3938,4590,2265,2136,105,53,24354,8438,1577,15,0,0,161,255,2,6,37,391,21,75,29,104,145,31,143,24,138,14639,79,0,0,850,5872,3,39,842,2375,203,164,150,477,527,136,2231,214,477,774,1148,244,83.6,9,25063283,4464995,23810024,7024324,2390524,2784418,204424,13,180,13,181,1511,5,95,858,0,0,0,0,3,758,18727,10010,8717,741,497,244,13706,5174,8532,1147,6763,9898,20,3,37238,7252,319,80,4,3,28,21,47,25,56,9
R33208,岡山県,総社市,69030,33425,35605,66634,32346,34288,9589,4986,4603,39165,19494,19671,19408,8508,10900,9800,3933,5867,1593,509,804,2024,1825,27110,27066,67844,15679,8189,6624,3517,2563,254,100,21190,7862,2243,16,0,0,271,218,6,14,63,525,31,137,83,175,236,59,222,18,169,25397,209,0,0,1250,8813,23,58,2238,4044,388,337,288,1488,949,543,3788,220,761,1184,1042,289,83.7,7.2,32566345,8558746,30431486,11730154,2697341,2967718,28087,16,731,15,316,4005,4,146,1949,0,0,0,0,2,1434,32290,17453,14837,1058,708,350,20538,7382,13156,1314,9369,20170,27,1,69696,2122,448,153,7,3,46,29,68,52,84,15
R33209,岡山県,高梁市,29072,14225,14847,28056,13597,14459,2546,1291,1255,14264,7622,6642,11904,5065,6839,6889,2507,4382,900,86,579,593,911,12886,12838,27672,5862,5342,3521,1991,2175,68,25,54699,11902,1488,29,1,2,141,98,6,2,46,388,21,137,49,133,115,33,100,36,151,13196,272,2,20,1124,3459,87,41,660,2145,187,297,237,733,362,316,2312,269,673,1310,1249,285,91,11.9,27947182,3854415,26937125,6507124,2411295,3076817,2076682,10,83,14,156,1017,6,83,539,0,0,0,0,5,863,13890,7693,6197,371,254,117,10761,4096,6665,1460,4032,7797,15,1,27869,3308,331,99,3,3,32,14,69,22,53,7
R33210,岡山県,新見市,28079,13411,14668,27757,13296,14461,2676,1426,1250,13644,6927,6717,11606,4960,6646,6728,2522,4206,271,109,582,527,715,11324,11287,27028,5595,3725,3390,1925,1878,69,26,79329,10286,1429,41,0,3,154,138,10,7,44,352,16,42,48,113,126,33,104,43,155,10736,380,0,62,996,2370,18,39,638,1966,118,120,175,529,376,232,1850,421,446,1527,1289,316,83.1,8.8,28878010,3698492,26851562,5676478,2759103,3092100,1489689,0,0,15,154,1037,5,71,574,0,0,0,0,2,577,13719,7464,6255,435,317,118,10782,3945,6837,1969,3662,8033,37,2,27368,5881,295,89,1,4,29,11,32,12,44,12
R33211,岡山県,備前市,32320,15516,16804,31623,15054,16569,2961,1538,1423,16406,8415,7991,12732,5397,7335,7117,2730,4387,548,122,579,590,870,13486,13444,31366,7693,4218,4379,2492,2250,70,34,25814,4780,1694,15,5,2,138,253,2,8,135,445,23,52,48,141,86,41,117,22,161,15704,60,53,7,705,5992,2,17,2121,2323,340,129,333,639,308,135,1568,215,757,296,491,247,89.4,9.9,21404730,5024270,20306011,5874398,2562326,2033346,12093,0,0,10,148,1187,5,74,603,0,0,0,0,2,399,14951,8240,6711,558,383,175,12245,4494,7751,623,4954,8805,16,3,32186,3991,368,100,3,4,31,17,50,18,46,10
R33212,岡山県,瀬戸内市,36048,17319,18729,35407,17048,18359,4071,2185,1886,19264,9640,9624,12422,5347,7075,6681,2620,4061,420,173,580,1161,961,14068,14030,35007,8728,3671,4302,2322,1874,99,44,12546,6886,1236,19,3,0,114,174,1,3,55,281,12,34,32,117,99,40,108,17,127,16550,541,12,0,565,6443,1,4,1108,2216,113,126,110,634,305,163,1935,146,2128,738,457,291,81.8,8.6,24390122,5897481,23620257,6328790,2404842,3467768,0,6,175,9,164,1745,3,79,892,0,0,0,0,1,333,17031,9206,7825,683,418,265,12683,4698,7985,1516,4963,10110,7,3,36409,6398,232,74,4,4,28,16,67,36,49,9
R33213,岡山県,赤磐市,42661,20454,22207,42018,20107,21911,5745,2985,2760,22267,10898,11369,14377,6402,7975,7208,3021,4187,483,250,557,1069,1100,16439,16406,41726,10858,3805,5244,2995,2161,115,69,20936,7674,1287,16,0,3,177,135,1,5,50,298,14,21,34,100,122,32,162,17,100,13524,206,0,12,866,4161,2,7,583,2592,150,44,400,591,561,229,2368,143,609,1215,661,262,86.2,7.2,23038430,4853577,21600677,8031446,1630313,2395688,14092,6,251,12,225,2469,6,137,1584,0,0,0,0,1,475,20552,11043,9509,725,464,261,13828,5026,8802,1623,5895,12503,14,4,42105,3339,249,84,7,1,35,24,49,30,67,15
R33214,岡山県,真庭市,42725,20397,22328,42384,20254,22130,4863,2507,2356,20687,10589,10098,17061,7230,9831,9445,3458,5987,291,214,860,710,1048,15845,15781,41195,8216,4218,4749,2560,2406,103,52,82853,17432,2304,48,5,5,316,216,3,9,64,630,27,68,69,230,201,46,150,36,181,16787,307,9,42,1527,4170,24,63,784,3594,236,156,237,1081,641,103,2797,253,763,2648,1737,426,86.4,10.3,36137035,5190098,34575952,8305047,2956066,4285273,210160,1,2,21,233,1986,6,106,1063,0,0,0,0,2,744,21873,11875,9998,578,404,174,14448,5095,9353,2810,5745,12698,9,7,42827,9602,546,157,6,6,40,18,76,24,75,19
R33215,岡山県,美作市,25939,12452,13487,25456,12146,13310,2612,1349,1263,12356,6355,6001,10800,4642,6158,6017,2230,3787,380,99,543,495,660,10793,10761,25121,5636,3577,3278,1829,2019,54,32,42929,9899,1219,23,1,0,149,145,1,4,31,275,8,30,34,132,118,20,91,35,122,10182,233,6,0,926,3053,13,25,404,1730,120,64,255,903,371,98,1405,191,385,1477,1189,298,86,11.3,23846547,3406877,22127396,5635130,3302631,1619896,27028,2,14,8,127,1091,5,70,538,0,0,0,0,1,301,12541,6921,5620,472,325,147,9624,3485,6139,1374,3937,6988,18,6,26168,3149,240,90,3,3,25,10,30,14,31,6
R33216,岡山県,浅口市,32772,15760,17012,32437,15648,16789,3589,1854,1735,17005,8550,8455,12047,5290,6757,6616,2725,3891,225,200,525,757,855,12615,12591,32221,7904,3034,4313,2264,1717,78,40,6646,3700,926,3,0,0,88,110,4,5,37,263,12,25,29,61,89,37,83,8,72,8935,18,0,0,484,2505,8,6,859,1942,130,53,87,396,222,432,1308,67,418,316,965,175,87.1,8.8,17090799,3661307,15748389,5424494,1962034,1552225,17024,3,94,8,132,1409,4,100,1134,0,0,0,0,3,1763,14962,8118,6844,592,418,174,12086,4586,7500,589,4623,9031,5,3,33449,7031,218,39,5,2,17,13,35,17,43,9
R33346,岡山県,和気町,13623,6468,7155,13351,6330,7021,1266,649,617,6727,3446,3281,5598,2358,3240,3131,1175,1956,248,39,290,300,366,5296,5270,12812,3058,1491,1770,957,857,35,21,14421,3497,515,7,1,0,61,80,0,1,21,120,7,16,13,34,43,11,49,9,42,4730,133,1,0,252,1635,0,2,201,703,66,44,38,165,169,19,1117,76,109,492,392,129,82,8.3,8999285,1565812,8065338,2297363,948640,1051245,0,3,52,3,53,527,2,36,262,0,0,0,0,1,271,6211,3347,2864,248,168,80,5512,2109,3403,435,2047,3521,5,2,13339,446,100,22,1,2,10,5,17,8,25,3
R33423,岡山県,早島町,12368,5930,6438,12285,5894,6391,2027,1058,969,6881,3336,3545,3433,1518,1915,1773,745,1028,67,91,151,513,393,4522,4514,12034,3070,974,1224,706,470,43,22,762,670,479,0,0,0,53,39,0,2,68,125,3,26,10,24,33,9,36,2,49,8008,0,0,0,371,613,0,2,1810,2237,40,92,60,243,134,28,1033,26,1319,85,51,63,84.8,6.5,6254993,2042627,6041671,2269295,580030,614330,0,1,130,1,50,865,1,31,378,0,0,0,0,0,0,5646,2964,2682,196,122,74,3971,1496,2475,101,1285,4143,1,1,12642,110,53,17,2,1,10,5,34,14,38,3
R33445,岡山県,里庄町,10950,5206,5744,10795,5156,5639,1525,809,716,5965,2901,3064,3454,1491,1963,1892,758,1134,155,71,127,277,258,4138,4128,10721,2664,996,1222,643,517,32,9,1223,838,336,0,0,0,30,46,1,0,10,88,2,20,10,29,34,6,37,3,20,5041,0,0,0,106,2984,1,0,120,621,22,29,45,177,113,12,673,45,93,30,254,55,80.2,7.3,6229927,1441894,5814250,1814826,509199,574117,124497,2,73,2,49,664,1,26,308,0,0,0,0,0,0,5098,2713,2385,178,103,75,3625,1323,2302,131,1658,3160,3,1,11058,3024,68,22,0,1,5,4,8,6,18,2
R33461,岡山県,矢掛町,13414,6412,7002,13039,6230,6809,1423,706,717,6726,3418,3308,5207,2263,2944,2882,1150,1732,368,63,242,279,304,5000,4986,13045,2794,1278,1633,836,689,19,12,9062,3252,550,11,0,1,59,91,0,3,14,164,5,9,7,33,52,10,42,7,42,5548,333,0,19,438,2452,0,17,252,997,56,19,26,138,116,22,500,52,111,510,609,97,82.9,9.1,10113331,1574113,9669415,2597417,1550454,611108,15323,0,0,7,89,586,1,25,239,0,0,0,0,1,296,6465,3522,2943,246,170,76,5089,1929,3160,527,2207,3609,8,1,13486,2368,149,25,2,2,8,7,19,6,19,4
R33586,岡山県,新庄村,813,380,433,802,370,432,99,45,54,368,187,181,346,148,198,212,83,129,11,8,23,17,32,331,331,813,158,104,96,59,59,3,1,6711,616,48,3,0,0,9,3,0,0,1,14,0,0,3,3,3,1,2,1,5,211,14,0,0,25,17,0,0,1,85,0,0,11,11,3,1,35,2,6,88,63,26,71,5,2008982,198294,1899928,297518,233557,117385,8206,0,0,1,8,33,1,9,18,0,0,0,0,0,0,438,230,208,11,7,4,264,97,167,115,69,252,1,0,853,19,11,3,0,0,1,1,1,1,0,1
R33606,岡山県,鏡野町,12062,5810,6252,11950,5769,6181,1485,814,671,5873,2949,2924,4674,2029,2645,2526,952,1574,84,74,221,282,371,4643,4618,11670,2587,1270,1386,780,775,33,14,41968,5253,493,30,1,0,69,42,5,2,15,104,2,7,15,43,42,3,53,11,49,5207,310,7,0,430,1117,9,15,375,1013,9,9,145,210,178,15,939,76,350,906,512,166,84.3,11.5,12889086,1989523,12162695,2813157,1424684,1940897,29976,1,7,5,68,622,1,26,321,0,0,0,0,0,0,5890,3198,2692,214,152,62,4331,1574,2757,826,1462,3584,13,1,12485,1889,83,23,2,2,11,7,19,6,11,5
R33622,岡山県,勝央町,10888,5204,5684,10835,5184,5651,1580,817,763,5821,2877,2944,3465,1499,1966,1849,688,1161,46,78,151,330,356,4089,4079,10531,2428,1067,1097,588,515,38,24,5405,3072,448,12,0,1,50,72,1,2,19,92,4,10,12,44,37,14,38,7,33,5930,65,0,15,363,2945,8,4,406,593,29,78,60,149,87,75,849,64,140,553,265,103,77.3,13.6,7121269,1924756,6578759,2134627,874198,558300,7522,0,0,2,42,628,1,28,312,0,0,0,0,1,287,5349,2902,2447,190,120,70,3221,1098,2123,558,1734,2825,1,1,10927,580,75,34,0,1,7,4,12,9,28,5
R33623,岡山県,奈義町,5578,2788,2790,5552,2774,2778,736,372,364,2864,1572,1292,1977,844,1133,1052,394,658,26,44,93,342,322,1942,1934,5206,1137,447,588,329,292,30,11,6952,2022,239,22,0,0,27,36,5,0,4,61,0,0,6,19,15,3,13,5,23,2129,215,0,0,288,839,13,0,23,307,0,0,15,71,19,3,223,36,77,359,148,56,81.2,8.2,5588345,768363,5155928,1038481,546503,669483,4983,2,101,1,24,296,1,15,134,0,0,0,0,0,0,3012,1765,1247,68,43,25,1698,574,1124,454,697,1790,1,1,5747,0,55,13,0,0,5,2,6,3,2,1
R33643,岡山県,西粟倉村,1398,651,747,1392,647,745,178,86,92,725,360,365,495,205,290,251,83,168,6,8,28,49,62,575,575,1398,268,204,135,71,105,1,2,5797,418,82,3,0,0,19,17,1,1,1,13,0,1,4,5,4,4,4,1,4,397,18,0,0,50,120,1,1,2,43,0,5,54,32,8,3,52,3,5,79,66,27,89.7,10.6,4101938,133291,3911276,448319,180860,214040,6196,1,25,1,11,70,1,14,42,0,0,0,0,0,0,729,375,354,26,19,7,411,145,266,85,201,405,0,1,1377,85,13,2,0,0,1,1,0,1,0,1
R33663,岡山県,久米南町,4530,2173,2357,4493,2162,2331,398,194,204,2098,1068,1030,2034,911,1123,1156,478,678,37,21,109,83,108,1793,1788,4266,1046,520,642,388,386,4,8,7865,2363,163,7,0,0,20,18,3,0,1,42,0,4,7,13,8,3,16,4,17,1251,69,0,0,69,467,4,0,7,264,0,8,11,49,14,4,215,25,45,436,187,64,79,12.5,4972843,536561,4651625,905371,400070,339224,35435,0,0,3,40,139,1,16,94,0,0,0,0,0,0,2224,1209,1015,57,41,16,1831,717,1114,563,478,1181,3,1,4510,999,38,10,0,0,4,2,1,2,4,3
R33666,岡山県,美咲町,13053,6230,6823,12978,6218,6760,1423,726,697,6205,3194,3011,5421,2306,3115,2998,1091,1907,75,56,286,236,340,5028,5014,12512,2839,1368,1649,904,943,29,17,23217,6021,522,13,0,0,80,74,0,1,12,103,5,7,13,29,51,11,40,19,64,4359,280,0,0,473,1437,0,47,164,408,24,16,92,131,132,19,637,97,402,809,520,172,79.7,9.8,14426423,1529410,13928207,3061374,1158104,1786048,98294,0,0,4,57,494,2,29,251,1,29,67,36,0,0,6333,3499,2834,231,157,74,4980,1800,3180,1041,1721,3540,3,3,13292,2888,89,17,0,1,11,5,6,9,3,4
R33681,岡山県,吉備中央町,10886,5275,5611,10658,5209,5449,962,509,453,5377,2828,2549,4529,1923,2606,2562,924,1638,228,50,220,303,296,4283,4240,9855,2206,1427,1366,770,765,26,10,26878,7340,478,25,0,0,60,62,0,3,11,113,3,5,4,29,40,11,46,13,53,4722,212,0,0,255,1890,0,4,69,453,22,15,9,120,92,232,1121,66,162,1048,451,147,79,8.3,12154532,1282121,11293819,2448220,632075,779804,84664,2,8,10,113,440,2,44,219,0,0,0,0,1,265,5563,3040,2523,163,110,53,3942,1471,2471,1078,1582,2749,10,2,10557,2302,94,18,0,2,13,5,19,7,12,5
R34100,広島県,広島市,1200754,579415,621339,1159414,559326,600088,158290,80812,77478,706497,349371,357126,300882,130009,170873,151253,59360,91893,17500,8306,12158,51846,54731,555123,554462,1176915,303650,224636,112952,64186,63569,5202,1754,90669,29500,52401,92,10,5,4954,2393,71,883,1249,12953,1008,4936,3157,6236,4203,1797,4637,239,3578,593108,860,143,54,44780,58872,4877,19586,32759,133659,17881,21717,23716,44779,21955,20263,81601,4514,61092,1279,3910,5809,94.8,10.9,726457881,236737915,714072933,251676586,100084460,106462678,7151378,84,8172,147,4041,63974,79,2238,34057,0,0,0,0,42,31623,563681,305454,258227,20532,11852,8680,336400,116380,220020,4755,118098,424052,71,14,1185952,16192,7755,5515,210,72,1214,682,3922,1276,3525,239
R34202,広島県,呉市,214592,103816,110776,210692,101713,108979,23037,11704,11333,114245,59028,55217,75706,32156,43550,41692,16083,25609,3022,1036,3441,5196,6895,94483,94223,203283,55582,33246,27399,15960,17176,670,286,35283,14735,8702,25,26,2,806,805,20,40,302,2210,135,364,320,997,831,284,855,91,589,85730,207,306,15,4525,21681,216,359,4706,15461,1795,1194,2220,5581,3114,2125,16178,700,5347,848,1393,1035,92.6,6.9,113276304,30304490,107830324,41271372,10501672,9084051,2691036,15,1015,36,656,8846,27,429,4832,1,27,192,80,11,4188,100089,56423,43666,3820,2424,1396,79140,28724,50416,2416,27422,67611,0,7,210070,16387,1722,844,27,21,215,130,735,207,575,61
R34203,広島県,竹原市,23993,11434,12559,23661,11266,12395,2126,1074,1052,11643,5953,5690,10082,4316,5766,5597,2125,3472,228,84,452,532,729,10682,10651,22927,6236,3645,3581,2116,1991,56,24,11823,3554,1193,10,2,0,140,86,3,3,39,313,18,55,37,148,101,29,86,14,109,9889,142,47,0,848,1777,8,16,522,2092,156,127,320,757,322,193,1974,111,477,186,420,196,85.9,8.3,15476894,5415806,14487465,5117345,1400531,689621,1178805,0,0,7,83,612,2,37,346,2,55,167,117,2,260,10734,5892,4842,478,317,161,9847,3691,6156,522,3192,6918,0,1,23699,5488,259,113,4,3,23,12,48,13,58,9
R34204,広島県,三原市,90573,43155,47418,88139,41925,46214,10438,5431,5007,47477,23755,23722,32182,13705,18477,17130,6496,10634,2130,395,1520,1907,2272,39091,38997,87427,22522,13192,11084,6469,6136,268,105,47151,15477,4126,68,1,0,364,338,8,24,139,959,48,328,162,458,357,125,363,45,339,38820,1011,33,0,2523,8876,109,171,2066,6744,596,809,686,2801,1273,1090,6814,610,2608,1642,1179,623,91.3,7.7,56353235,13741890,53328894,17808610,5086197,4452542,3182152,20,606,22,358,4374,13,225,2548,0,0,0,0,5,2346,42353,23007,19346,1417,930,487,32644,11790,20854,2238,12606,26267,6,4,89404,7270,740,372,10,8,65,49,208,67,204,22
R34205,広島県,尾道市,131170,63468,67702,127797,61021,66776,14313,7337,6976,68334,35201,33133,47641,20352,27289,25780,9858,15922,2718,597,2236,2787,3421,57519,57379,127680,32635,19904,16788,9447,9365,342,160,28488,14034,6862,31,2,1,566,753,11,35,203,1760,91,458,231,803,541,220,565,75,516,59450,340,2,3,3688,16338,190,111,3746,11594,874,1043,1058,4122,1775,1212,8889,669,3796,1336,2226,597,89.4,6.7,69485677,17634484,68051087,26524151,4043881,6626076,1025340,13,517,24,469,5714,17,291,3043,0,0,0,0,8,2751,61821,34597,27224,2190,1432,758,48235,17547,30688,2972,19607,38136,34,5,130515,50258,1276,661,18,10,121,66,362,94,384,33
R34207,広島県,福山市,460930,224246,236684,446471,216471,230000,60655,31047,29608,260383,131056,129327,132167,57503,74664,67599,26647,40952,8231,3218,5775,9222,10157,193371,192976,451291,109241,64876,46235,24580,21235,1951,686,51772,25529,20353,44,7,1,1835,2315,30,148,509,4929,361,1573,868,1996,1810,664,1745,129,1389,213285,532,84,2,15477,43944,433,2364,12683,43546,4279,4959,6999,15283,7815,5895,31218,1666,16106,1316,4937,2243,82.8,1.5,211359604,75777212,203252941,89998256,15943424,26045332,312502,41,2421,73,1671,24217,36,844,12758,2,72,489,291,19,10666,212140,116105,96035,7716,4576,3140,134521,48172,86349,3059,64490,136438,79,7,461475,38374,3384,1726,80,35,341,228,1074,353,1183,117
R34208,広島県,府中市,37655,18115,19540,37039,17797,19242,3922,2039,1883,19284,9941,9343,14371,6097,8274,7903,3071,4832,562,126,637,677,896,15030,14988,36529,8499,4301,4631,2443,2146,87,38,19575,4568,2133,22,0,3,135,416,1,7,32,487,31,164,54,188,192,60,162,20,159,18756,245,0,18,763,7677,4,23,611,2898,355,287,163,798,873,200,2747,196,898,400,855,297,90.6,9.7,25624265,4970160,24567982,7973993,2197551,1606449,525207,1,65,6,96,842,2,38,456,2,89,667,362,3,957,17636,9669,7967,775,530,245,14028,5208,8820,558,6632,10072,15,2,36682,3099,407,149,6,3,33,20,62,25,76,10
R34209,広島県,三次市,50681,24220,26461,49622,23670,25952,5947,3045,2902,25685,13083,12602,18437,7715,10722,10246,3668,6578,628,294,966,1209,1435,21377,21292,48406,11456,7411,5614,3155,3409,151,74,77818,18821,2762,85,0,0,276,151,9,9,80,725,44,92,93,289,248,69,220,48,324,22725,1071,0,0,1756,3780,109,41,1517,4509,358,414,506,1325,788,295,3605,482,2169,2162,1076,431,94,6.7,41368190,6800355,39669071,11160366,4249002,2726674,2218432,2,205,21,266,2392,13,184,1322,0,0,0,0,3,985,24930,13507,11423,657,394,263,14963,5119,9844,2628,5195,15816,0,8,49755,8603,575,244,7,4,52,22,148,31,115,22
R34210,広島県,庄原市,33633,16014,17619,33126,15782,17344,3438,1744,1694,15411,8010,7401,14579,6138,8441,8445,3059,5386,400,157,733,650,748,13794,13731,31992,6736,4717,4153,2381,2441,73,38,124649,18902,1834,92,1,3,166,145,2,3,56,472,18,62,39,154,165,30,151,51,224,14396,1149,14,41,1054,2344,7,4,600,2835,137,167,153,765,514,190,2928,492,1002,2859,836,418,92.6,11,35693474,3795981,34118299,8146786,2686424,1983727,3109535,1,39,18,176,1390,7,104,691,0,0,0,0,4,699,16957,9312,7645,406,267,139,12055,4274,7781,3180,3271,10058,0,7,32837,9986,404,119,4,5,35,18,76,25,59,17
